Entry,RbCtlR1,RbCtlR2,RbCtlR3,RbTrtR1,RbTrtR2,RbTrtR3,RnaCtlR1,RnaCtlR2,RnaCtlR3,RnaCtlR4,RnaTrtR1,RnaTrtR2,RnaTrtR3,RnaTrtR4
Olfr282,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Olfr92,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr693,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr694,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nfix,705,889,940,729,783,805,3254,3202,2947,3215,4339,4739,3646,4181
Evi2b,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stk35,42,54,67,47,43,50,525,553,498,461,741,832,564,722
Pex26,51,102,75,49,57,66,409,335,356,347,386,410,321,370
Stard7,329,429,474,366,380,370,3108,3155,2962,3048,3082,3523,2810,3087
Stat5b,71,107,99,87,95,96,583,604,490,583,561,601,492,574
Ubac1,78,101,126,76,84,92,831,855,745,983,913,1041,863,941
Stat5a,10,9,17,9,6,10,33,26,22,28,23,24,26,38
Eva1c,7,8,2,7,5,2,39,35,21,24,25,44,16,36
Dab1,111,180,165,102,111,105,1709,1718,1588,1789,1848,2194,1778,1863
Gpx6,3,1,4,8,14,14,10,16,19,15,20,27,16,21
Clba1,69,76,57,65,39,45,182,151,156,178,187,231,175,202
Ifi27l2b,0,1,0,0,0,0,0,1,1,3,0,0,1,1
Mical3,433,522,610,326,362,364,2313,2085,1589,1620,2313,2480,1533,2160
Cilk1,17,33,24,21,18,23,837,788,807,754,824,847,768,770
Slc38a10,166,229,230,131,143,136,1350,1264,1232,1334,1421,1444,1223,1300
Zfp451,274,360,385,296,299,283,800,851,688,699,832,885,809,749
Bloc1s4,17,36,32,39,37,40,202,259,216,206,189,215,160,224
Abhd17c,91,119,106,97,85,94,628,714,645,641,677,742,528,616
Acad10,1,5,3,1,2,2,35,35,29,33,40,42,24,51
Snx10,629,786,833,739,855,727,3697,4072,3447,3302,3313,3987,3646,3336
Sh2d4a,0,2,8,0,4,2,1,6,4,8,2,1,4,3
Metrn,52,64,61,51,39,43,714,745,824,840,777,920,749,773
Rab43,21,22,17,15,28,26,441,417,410,459,534,524,354,510
Abcb8,152,190,199,150,180,161,747,713,708,771,795,876,541,755
Optn,125,148,146,90,118,90,379,395,347,356,326,310,259,289
Sidt2,183,279,284,211,220,200,1347,1263,1267,1518,1577,1735,1164,1511
Pum1,887,1172,1315,737,796,792,2757,2722,2529,2584,2618,2946,2423,2620
Oxr1,1723,2206,2307,1474,1644,1552,7350,7937,6706,7512,6972,8028,7168,6823
Gm11545,0,0,0,0,0,0,1,3,2,2,1,1,1,2
Cyp3a59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfat,19,34,29,22,20,20,158,191,166,183,168,246,142,204
Mecp2,276,343,362,228,273,219,4568,4589,4442,4780,5120,5779,4756,5060
Efcab12,6,10,9,7,8,7,64,53,46,39,61,66,24,49
Klrb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gnb1l,11,13,11,15,13,17,54,61,33,65,70,63,41,70
Ap1b1,1209,1504,1555,1217,1314,1248,2689,2616,2391,2411,2841,3151,2610,2783
Gm14308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbc1d4,51,61,58,47,54,38,263,295,224,199,265,315,185,233
B4galnt1,160,235,244,191,257,192,708,697,788,970,1108,1195,845,1056
Nat8f7,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Oxtr,36,40,53,35,27,38,316,270,249,293,204,256,225,238
Prickle2,673,949,905,716,772,706,6122,6077,5227,6613,6927,7915,6527,7065
Gpr161,12,23,10,15,19,6,320,362,340,359,285,338,230,284
Gm4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmil1,117,146,153,107,111,104,863,849,775,879,843,922,653,792
Myo1b,289,457,436,247,285,283,1278,1272,1051,1046,996,1058,935,981
Rngtt,105,119,118,90,102,100,717,757,612,605,632,799,597,643
Larp4b,416,483,521,341,375,354,3124,3338,2610,2788,2968,3135,2716,2809
Sh2b3,10,9,10,4,9,6,327,304,287,351,423,472,316,406
Gm7827,0,0,0,0,0,0,0,2,0,2,1,0,0,1
Ap4s1,110,134,143,140,159,141,725,787,697,745,751,907,621,768
Ntng2,60,89,79,60,78,61,321,298,307,428,356,444,356,345
Stk26,23,26,34,34,33,40,106,109,91,90,126,150,138,127
LOC666331,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ubap2l,966,1213,1247,737,819,783,1608,1515,1245,1252,1599,1716,1145,1535
Tsen34,152,196,197,135,172,159,543,531,466,480,425,484,430,456
Sct,0,1,0,0,1,0,1,1,1,0,0,0,0,0
Nup98,329,437,499,330,322,308,1247,1079,1005,1015,1230,1310,982,1089
Nbr1,1107,1392,1442,961,1022,865,4111,3916,3467,3610,3689,4077,3335,3559
Fen1,55,71,66,43,52,47,199,229,209,199,189,208,178,194
Xpo6,284,366,376,257,314,279,2001,1956,1788,2120,2172,2283,1654,2112
Bak1,26,20,20,29,21,19,213,194,241,337,248,280,184,257
Mybl2,1,1,0,1,1,0,12,8,11,6,10,9,4,11
Vamp2,3047,4093,4179,3028,3320,3107,7070,6090,6428,6580,8630,9371,7368,8332
Vamp1,231,303,328,202,278,226,1588,1533,1701,1819,1769,1931,1526,1722
Ahi1,1173,1497,1670,855,1054,899,4895,5198,3903,3957,4188,4910,3130,4160
Arpc4,601,881,944,861,899,891,2082,2078,2119,2273,1909,2120,1853,1940
Ackr2,9,12,12,12,2,9,63,67,55,57,50,73,30,45
Agxt,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Vps8,402,550,530,425,422,423,1352,1376,1195,1284,1340,1546,1220,1301
H2-Ob,0,1,0,2,1,3,9,16,7,6,7,10,5,12
Mapk10,1060,1248,1401,1116,1240,1092,5291,5049,4871,6010,6474,7250,5815,6345
Pccb,358,462,436,308,377,361,728,646,611,642,676,761,686,738
Bpgm,138,192,198,169,147,179,1068,984,1122,1197,1014,1117,948,969
2310057M21Rik,103,163,158,108,121,99,268,273,215,298,374,424,315,318
Ubr7,236,308,295,221,259,253,1148,1177,1049,1159,1112,1271,1086,1087
Grifin,0,0,0,0,0,0,0,1,0,3,1,3,0,2
Lbh,173,223,200,160,166,160,697,652,655,723,751,901,618,795
Hspa13,352,467,526,380,429,427,1728,1805,1671,1587,1428,1839,1632,1550
Tspyl4,3138,4329,4521,2746,3095,3029,13744,13633,12285,13866,12132,13867,10995,11995
Atp12a,7,19,5,9,6,8,15,8,8,13,13,11,9,6
Cutc,27,34,32,23,32,41,69,95,76,65,92,78,84,86
Sprtn,50,47,58,34,43,41,330,359,292,273,370,371,314,331
Prkd2,13,17,16,8,18,10,50,59,32,37,62,60,40,69
Proz,1,0,0,0,0,0,217,212,220,227,242,274,188,235
Ube2d2a,1,0,0,0,2,0,1012,1114,1105,1054,989,1206,1130,1080
Tdo2,7,4,2,6,2,2,19,25,19,14,13,22,14,14
Sult1b1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Polr3k,103,166,148,120,148,165,1120,1247,1115,1051,1067,1334,1172,1067
Tsc22d4,92,138,127,101,129,108,1101,1051,1311,1571,1168,1242,1433,1201
Asb3,123,152,165,136,151,147,439,494,401,430,495,544,409,488
Mmp10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr72,2,2,1,0,3,4,0,1,1,1,1,2,2,0
Eefsec,99,129,141,110,133,124,324,267,309,330,313,335,231,304
Ccdc57,7,8,16,17,12,17,84,88,79,73,111,109,64,111
Arhgap4,7,11,7,4,9,8,28,36,30,27,31,35,13,31
Mtf2,64,91,67,64,84,93,1099,1178,921,851,1087,1329,929,1144
Cxxc5,188,277,257,177,263,198,1177,1315,1135,1347,1291,1662,1059,1313
Nmnat3,7,8,13,5,4,10,24,33,32,38,39,51,27,34
St3gal6,29,50,57,25,39,25,276,283,242,247,266,350,196,280
Rock1,71,121,112,72,93,61,1064,1122,974,905,1081,1170,943,1063
Atpif1,1804,2249,2487,1883,1957,1903,3293,3346,2957,4071,2944,3316,2261,2841
Hyal1,28,42,33,24,26,31,81,68,63,80,94,101,54,93
Kitl,93,116,106,98,94,86,1761,1888,1568,1442,1694,2050,1721,1728
Krba1,65,98,95,88,71,90,555,559,502,564,693,809,439,712
Gm4303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pik3cd,39,54,56,49,70,51,260,291,273,320,320,417,309,345
Gm16405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nfe2l1,987,1223,1235,838,990,891,5065,4622,4337,4796,5256,5949,4551,5049
Btbd6,82,109,81,92,87,63,680,683,708,719,806,945,603,837
Gm16381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lpp,28,35,47,45,40,29,473,478,426,432,522,574,498,515
Gucy2d,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Wac,242,306,330,253,265,233,2016,2249,1774,2203,2210,2612,1746,2154
Setdb1,194,219,275,163,172,159,834,796,644,761,810,931,653,747
Chn2,164,215,210,182,194,202,907,882,912,1092,1060,1140,808,1034
Rnpep,241,281,280,241,251,242,615,637,539,646,677,763,526,647
Pcdh15,58,56,79,51,53,46,631,618,492,535,645,740,493,646
Kcnt1,248,315,302,233,267,208,1294,1224,1118,1400,1449,1625,1049,1403
2810459M11Rik,29,50,56,33,33,40,227,244,227,290,333,353,225,305
Fam49b,577,753,777,716,790,756,3945,4189,3660,3769,3818,4437,4013,3917
Gm15093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cacna1g,157,232,171,133,116,141,1382,1372,1205,1267,1520,1600,1238,1480
Bcar1,287,398,416,258,298,258,814,749,725,917,827,917,703,782
Crhr2,6,9,5,6,2,6,19,11,18,24,8,12,8,8
Iapp,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elavl4,607,802,779,579,672,666,2755,3249,2637,2627,2718,3167,2502,2753
Kdm6a,128,146,158,103,83,118,876,901,779,759,882,994,630,836
Mettl1,57,78,72,76,70,67,93,84,80,100,80,88,76,90
Aanat,0,0,0,0,0,0,0,1,1,0,1,1,1,3
Dnajc2,117,169,164,113,129,113,764,805,615,614,655,758,528,618
Mid1,14,16,19,12,14,11,47,32,54,62,59,61,43,48
Bcl11a,436,520,562,389,372,398,1287,1326,1202,1145,1415,1509,1183,1353
Tpx2,16,45,30,18,22,19,92,82,61,67,61,80,70,53
Mad2l1bp,39,53,48,58,51,48,124,98,111,111,117,115,66,116
Tars2,112,167,169,106,118,126,412,450,364,405,444,484,335,470
Mrps34,132,166,194,161,171,190,232,225,237,278,320,337,285,310
Pycard,8,16,13,12,19,21,55,57,48,65,54,60,49,42
Ints12,91,99,109,86,73,95,226,248,220,293,302,334,250,289
Mybphl,0,0,1,0,0,0,0,1,2,0,0,0,3,0
Trnau1ap,34,61,61,55,44,52,198,186,188,214,199,207,163,166
Krt20,1,3,2,0,1,0,62,51,29,30,50,53,37,62
Rreb1,12,25,25,9,14,9,282,271,214,220,293,324,163,264
Ipcef1,282,341,344,296,365,329,3531,3539,3132,3710,3736,4349,3364,3731
Gnpda1,36,42,62,28,47,37,227,219,217,226,245,306,234,246
Ksr1,119,156,176,98,140,117,719,641,602,652,740,760,618,706
Thbs3,19,20,23,14,19,20,137,116,122,123,114,142,116,156
Sart1,409,480,562,274,289,286,795,761,557,557,585,676,520,546
Cuta,242,334,374,288,300,279,374,377,349,423,392,474,269,436
Syt17,102,146,140,102,123,110,1096,1072,1018,1286,993,1150,790,1030
Amdhd2,58,68,85,53,37,59,153,150,144,157,162,142,157,135
Dgkk,2,2,2,0,2,0,142,166,96,91,119,136,122,100
Gprasp1,3710,4770,4839,2941,3302,2963,14754,14260,10255,9175,11637,12922,9111,11187
Zfp7,18,23,30,17,24,19,119,120,101,115,173,186,92,150
Fam178b,0,0,3,3,4,3,8,4,5,15,6,2,4,8
Syce2,5,4,5,9,2,2,41,35,32,38,23,32,27,30
Tekt4,2,4,0,2,4,5,11,10,17,11,6,10,2,8
Ccl21d,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vezt,194,228,238,172,232,180,1906,1925,1707,1754,1887,2283,1677,1952
Stil,2,4,4,8,4,3,19,19,23,21,18,20,10,19
Tbl2,99,150,129,117,120,109,713,718,599,638,712,819,645,673
Rrm2,20,34,33,22,31,29,64,60,67,57,69,86,66,78
St6galnac2,7,8,12,4,7,5,32,26,23,21,58,50,14,50
St3gal1,72,76,86,44,53,47,621,542,527,605,632,688,523,569
Zfp317,58,61,74,55,66,58,844,845,715,817,817,989,703,813
Pdia6,1001,1212,1269,899,1015,920,1772,1823,1532,1701,1695,1833,1515,1670
Mrpl1,90,102,108,109,96,101,461,510,433,452,508,503,396,420
Dcaf7,1207,1614,1672,1106,1144,1214,7492,7576,6182,6236,6509,7620,6126,6597
Pdilt,0,2,0,0,1,0,1,4,1,1,0,1,0,0
Mrps12,117,163,146,130,162,170,497,469,478,524,510,577,442,522
Exoc1,292,371,377,285,294,293,1132,1140,861,894,1000,1125,813,966
Nkx6-2,34,52,43,33,43,40,127,135,124,171,160,154,112,167
Lrrc75a,27,28,29,36,48,30,266,247,263,339,320,321,199,302
Slc23a2,777,952,1003,700,808,704,4587,4720,4175,4376,4451,5077,4220,4439
Atg13,216,293,311,256,323,279,1024,982,936,1056,1321,1557,1153,1325
Gm13289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Setd2,446,611,723,393,458,411,3011,3136,2402,2658,3079,3426,2548,2980
Nhsl1,90,108,140,77,94,70,641,660,672,631,581,652,569,596
Ctsj,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cops7a,658,804,866,699,826,771,1568,1542,1538,1910,1791,1943,1386,1692
Cops6,698,886,922,647,778,671,754,742,759,735,763,895,797,732
Rpl21,1,1,1,3,0,1,2679,2549,2549,3311,2123,2338,2189,2212
Derl3,10,4,17,8,8,11,19,26,20,19,21,19,12,25
Inppl1,103,112,168,89,110,97,829,731,800,829,705,804,655,742
Trp63,6,13,33,2,2,9,13,15,16,16,13,12,12,15
Mocs2,137,191,191,181,186,192,1066,1025,960,1019,928,960,797,917
Rnf34,262,330,364,248,277,252,1286,1279,1064,1360,1265,1405,1042,1178
Ttc39a,19,16,7,9,10,4,63,48,49,66,50,43,29,52
Tmc7,48,71,37,54,61,61,450,441,439,450,488,604,409,571
Nkd2,6,6,9,7,8,2,59,55,58,49,55,54,33,50
Matn2,158,210,188,137,199,161,528,584,478,522,426,506,450,474
Tmub1,56,97,65,77,64,62,160,193,188,242,246,267,157,241
Folh1,54,81,69,38,50,39,208,253,192,189,179,208,144,154
Stk32b,5,11,12,8,11,7,48,40,37,37,43,45,43,54
Sdf2l1,40,85,55,61,67,70,206,183,181,170,173,214,170,205
Ulk2,164,221,257,157,169,142,3847,4047,3545,3680,3996,4585,3620,3988
Rhbg,0,0,0,0,0,0,0,0,2,0,4,4,0,0
Ralgps2,66,86,88,69,69,68,1573,1734,1544,1564,1591,1802,1550,1569
Vmn2r95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiam1,500,638,662,373,446,404,3047,2946,2679,2987,2408,2810,2479,2437
Ypel1,32,36,44,39,41,28,640,752,728,830,749,864,568,756
Klhl22,505,639,647,451,484,457,1341,1364,1220,1323,1321,1496,1126,1305
Ndrg2,2846,3711,3969,3010,3378,3152,9263,8581,9320,10935,8765,9669,9415,8696
Man2c1,104,146,151,123,150,116,462,427,394,425,421,462,328,429
Gm14430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Setd6,22,37,35,26,29,23,121,142,121,118,112,130,96,104
Sis,0,1,4,1,2,3,9,13,14,10,11,13,9,10
Porcn,265,388,407,344,366,328,683,625,637,677,753,842,629,790
Gm12250,3,0,1,2,4,1,5,1,3,3,6,7,6,4
Satb2,387,507,516,368,382,398,1727,1787,1529,1567,1880,2158,1450,1837
Mark3,354,461,482,324,371,343,2192,2302,1955,2164,2106,2411,1816,2045
Itgb3,26,32,22,31,21,18,127,138,122,106,127,161,100,132
Zkscan3,79,91,125,60,77,72,453,494,337,349,391,476,313,421
Ripk4,3,2,3,6,3,0,22,15,23,14,8,15,10,8
Pde1a,857,1059,1143,1030,1125,1089,5931,6173,5411,5606,6054,7092,5267,5974
Enpp4,107,145,136,124,141,119,747,749,726,762,813,873,812,795
Gimap8,5,6,15,7,8,8,29,27,24,19,25,41,27,34
Igsf1,204,269,255,106,141,109,432,426,332,286,263,300,156,248
Fbf1,68,102,105,66,52,65,1032,1022,949,1152,1160,1316,892,1092
Atraid,197,284,295,258,288,267,681,646,649,776,756,743,607,716
Dock9,507,649,719,424,494,416,4328,4204,3493,3971,3685,4149,2793,3656
Wdr76,22,19,17,14,12,14,111,104,106,86,85,114,91,140
Crtac1,417,531,524,363,464,383,631,581,561,727,719,799,665,703
Paqr7,274,377,387,340,322,320,1291,1218,1243,1291,1187,1305,1031,1208
Phf23,109,175,158,118,120,112,680,653,629,729,675,761,494,623
Ms4a8a,0,0,0,0,0,0,1,0,1,1,0,3,0,0
Olfr1053,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tpm1,870,1292,1362,871,1076,970,3620,3534,3429,3914,3253,3744,2869,3297
Gramd4,67,82,95,71,61,57,752,744,622,742,863,952,689,733
Polk,61,71,67,51,64,56,227,228,192,189,236,248,223,245
Syne1,2806,3753,3979,2382,2695,2561,16542,16287,13436,14250,16104,18262,14191,15743
Dbi,625,791,820,623,686,672,1736,1806,1786,2167,1532,1730,1259,1574
Daxx,57,107,91,66,59,74,383,329,348,424,372,370,319,370
Cyp1a1,0,0,0,0,1,0,2,2,3,2,2,1,0,1
Cyp11b2,0,1,0,1,0,0,0,0,1,0,2,0,0,0
Cyp46a1,1100,1390,1518,1017,1256,1044,3498,3442,3385,4098,3474,3954,2693,3513
Oog3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif4ebp3,0,3,2,2,6,1,38,30,31,28,49,37,19,45
Mprip,830,1011,1176,692,718,591,8595,8610,6607,7487,8236,9374,6693,8158
Grin3a,192,258,253,123,157,171,2191,2217,1844,2020,1706,2055,1585,1746
Epc1,102,152,125,106,109,98,758,783,722,738,803,927,653,783
Dnm1l,1163,1541,1604,1250,1358,1210,5821,5989,5270,5794,5990,6907,5846,5946
Exoc3l4,2,5,4,6,2,4,10,18,7,9,8,25,8,18
Ccdc121,0,1,4,1,3,0,7,3,2,2,4,2,4,7
Defb21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klk1,0,2,1,0,0,0,0,1,0,0,0,2,0,1
Rfc1,139,219,208,152,187,145,810,892,681,738,827,979,823,826
Rbp4,74,103,90,70,98,64,131,117,109,168,137,138,127,124
Rbp1,121,158,151,104,124,146,196,177,198,262,158,213,140,182
Gm1553,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Esp16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp850,11,14,21,20,9,11,228,284,210,226,228,289,200,233
Tnip1,89,108,119,71,101,81,258,223,267,288,336,315,286,319
Smarcd1,543,709,708,545,639,517,2004,1880,1851,2118,2645,2849,2064,2541
Lpcat1,150,215,191,159,160,181,1201,1036,1091,1132,1136,1266,1061,1154
Dnm1,8110,11173,11396,8390,9498,9180,11474,10930,9821,10671,13006,14491,13163,12615
Secisbp2l,849,1226,1206,730,773,684,7266,7471,6234,6018,6454,7316,6222,6465
Rragd,120,131,140,119,100,104,3042,3162,3027,3322,3485,4105,3299,3519
Lrp8,123,148,184,106,122,102,1188,1261,992,1146,1193,1323,949,1154
Hsf4,24,27,32,26,28,31,33,38,30,30,43,51,53,47
Ampd3,142,180,180,118,147,123,443,427,384,428,430,493,303,451
Mgst2,1,1,0,2,1,0,2,2,2,2,2,3,2,1
Sh3bp1,18,35,31,21,19,12,91,70,77,77,94,90,52,77
Usf1,102,158,190,125,142,125,844,747,703,747,750,792,688,750
Wdr44,142,270,240,193,172,183,590,668,601,627,656,822,638,690
Adamts10,7,8,8,2,3,7,115,100,117,98,132,144,76,129
Col26a1,16,32,25,20,23,28,164,191,155,150,111,132,101,126
C2cd6,0,1,0,0,0,0,4,7,4,2,5,4,0,3
Itpa,26,41,48,35,55,44,872,827,736,711,696,761,693,700
Gm2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rint1,109,158,148,118,137,111,571,585,532,545,583,701,524,588
Vasp,44,46,56,37,56,31,172,173,174,180,189,188,141,172
Pla2g4a,54,55,67,42,43,41,162,124,127,124,123,116,84,98
Igfbp7,125,169,167,173,155,149,296,262,213,258,372,420,223,378
Gdf5,0,3,3,2,2,1,10,3,6,6,8,0,2,12
Rgl2,19,17,13,18,12,22,252,244,237,249,231,277,199,259
Ptpra,519,663,692,467,544,516,3347,3325,3142,3892,3389,3698,2900,3285
Rabggta,259,361,343,285,283,280,598,531,489,555,563,616,432,536
Ccdc186,184,302,301,221,245,210,1522,1598,1397,1480,1626,1924,1399,1622
Slc16a11,12,11,15,7,9,10,67,81,62,62,68,66,65,56
Arvcf,107,165,173,87,113,101,651,608,554,585,530,583,431,596
Syt8,0,1,3,0,1,3,0,0,0,0,0,0,1,0
Kcnj15,0,0,1,2,0,1,3,5,2,1,3,0,3,2
Palld,51,85,83,52,51,65,75,80,76,56,73,65,86,73
Csde1,1164,1585,1576,1140,1377,1158,8337,8651,7437,8213,7777,8908,7654,7592
Dctn6,413,539,538,413,513,421,780,725,672,815,763,861,533,717
Slc26a1,29,33,41,14,18,23,46,54,47,50,60,49,34,52
Fgd4,109,145,142,116,125,95,1926,2170,1806,1808,1713,1952,1874,1628
Tpk1,10,23,18,9,22,7,66,60,74,84,82,94,68,74
Mgme1,14,15,27,8,22,13,108,113,90,119,110,140,89,115
St7,71,89,102,74,67,76,421,375,396,468,389,456,336,444
Azin2,107,140,125,91,119,94,570,561,512,566,582,631,489,579
Rgs21,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ddit3,11,9,15,10,3,8,232,235,235,286,237,249,207,228
Ltbp1,133,153,144,140,149,144,294,266,261,300,290,320,284,272
Cc2d2a,76,86,103,65,57,51,515,461,373,386,495,530,345,450
Dmp1,14,25,32,17,23,26,16,32,47,43,37,36,46,40
Gpr135,39,36,39,19,37,36,308,359,367,402,370,479,363,369
Ffar4,1,1,1,1,2,2,5,0,1,0,1,4,3,2
Aida,9,7,7,12,11,10,631,633,645,738,728,859,645,665
Homer3,26,18,23,14,28,19,68,74,65,63,65,67,58,57
Hint3,90,139,125,134,102,105,362,430,337,320,430,459,359,408
Etfdh,201,237,249,190,215,203,650,640,550,576,579,646,553,598
Alg6,45,46,53,54,72,45,286,297,275,254,292,320,278,285
Slc44a5,23,28,30,24,18,10,196,201,224,190,198,196,172,179
Tspan2,612,846,837,661,761,627,4898,5550,5532,5557,5546,6509,6473,5525
Rufy3,1164,1449,1645,1295,1511,1264,6049,6170,5517,5715,5809,6572,5516,5734
Als2,208,253,250,171,204,173,1191,1123,1022,1038,1035,1131,989,1081
Vgll1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nus1,81,100,83,82,84,67,2143,2220,1972,1913,2333,2699,2378,2361
Cttnbp2nl,93,132,123,101,100,102,568,545,464,537,632,727,521,600
Adamts18,7,6,8,5,7,7,63,69,44,65,70,46,42,68
Il19,2,0,2,0,0,0,1,0,0,0,0,0,0,0
Asb18,0,1,1,0,0,1,8,6,12,16,14,7,11,7
Mettl18,27,25,22,21,13,11,73,86,78,63,59,73,64,59
Zfp819,0,2,0,0,1,1,0,2,4,3,1,4,0,0
Tm4sf1,40,51,46,54,48,65,250,233,183,155,242,218,123,224
Ubap1,92,126,121,111,139,103,901,879,833,926,989,1095,803,988
A730008H23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iqch,1,2,2,1,0,2,12,15,13,8,2,14,6,12
Retreg1,203,261,290,235,287,228,1196,1258,1242,1198,1173,1281,1270,1128
Fhl1,295,427,432,284,326,334,1144,1189,1113,1059,1132,1260,1067,1042
Npbwr1,7,17,7,7,7,8,37,45,54,46,41,45,29,37
Hnrnpf,5,8,4,5,4,9,233,274,208,227,249,259,234,246
Sfxn4,32,54,54,49,49,43,172,161,143,159,177,203,135,170
Sfxn3,406,547,571,415,582,442,1306,1194,1133,1208,1579,1695,1223,1435
2310057N15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camsap2,687,970,977,561,665,619,7410,7860,6572,7394,6571,7830,6005,6462
A930033H14Rik,0,0,1,0,0,0,64,48,55,48,43,46,30,48
Psmc5,881,1042,1159,822,914,864,1797,1651,1546,1851,1850,2032,1654,1873
Fli1,12,26,21,24,20,34,126,145,118,110,124,163,92,157
Peg12,0,4,1,1,1,2,10,8,17,18,7,14,13,11
Mlip,193,273,250,238,226,207,775,805,791,1047,1044,1143,680,1004
Ptx4,3,1,1,0,0,0,5,4,8,5,2,4,2,4
Cldn10,117,139,187,160,156,155,438,472,447,595,458,509,451,462
Rad18,28,22,21,25,26,27,106,104,94,94,122,132,88,116
Mrpl53,80,141,150,105,119,124,427,427,392,427,440,526,353,446
Tspan11,17,16,15,11,7,2,102,76,115,115,84,86,81,70
H2al2a,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nadsyn1,13,17,19,11,11,8,48,52,36,43,47,56,47,52
Trim42,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Lrrc40,140,170,198,139,133,142,648,711,558,586,568,696,557,684
Spag16,2,5,1,0,2,1,26,19,20,25,11,13,12,14
Gvin1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmx1,1,4,3,1,0,2,0,0,0,0,0,0,0,0
Pdcd4,914,1361,1235,880,969,854,1221,1301,1110,1069,1373,1552,1447,1355
Pik3c2g,0,0,2,2,0,1,5,3,3,2,3,5,3,4
Krtap4-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeb2,635,804,880,539,574,574,5800,6129,5180,5546,5245,6010,4234,5221
BC031181,274,355,360,379,402,342,1576,1599,1530,1773,1477,1741,1401,1486
Scrt2,47,58,61,34,45,34,107,107,108,115,166,177,145,139
Cyp39a1,3,2,4,2,2,2,31,22,23,38,30,42,27,37
Rpap3,161,234,203,128,130,138,519,550,489,456,500,481,448,496
Iltifb,0,0,0,0,0,0,0,0,0,2,0,0,5,0
Pmfbp1,2,3,7,3,4,12,14,6,9,9,12,20,4,18
Armcx3,7,15,13,5,12,1,716,679,621,560,621,691,619,612
Ccdc153,11,12,13,12,13,11,54,50,44,44,32,37,19,23
Lama1,57,78,69,44,44,41,166,152,142,138,139,174,130,140
Fanca,6,5,6,2,6,3,15,15,14,15,19,20,12,18
Naa30,129,172,166,140,139,151,1356,1503,1248,1057,1286,1516,1493,1286
Ovch2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkg7,1,1,2,0,0,0,0,0,2,0,0,0,0,0
Chchd6,278,364,395,289,331,342,560,452,511,638,653,753,505,715
Olfr78,2,1,2,4,1,2,18,9,12,14,14,18,10,10
Zfp57,18,31,26,16,20,16,109,123,81,105,96,110,54,92
Rapgef4,420,545,550,416,498,434,7565,7712,9014,10453,9479,10548,9248,9335
Zbed4,0,0,2,1,0,0,69,69,77,86,77,68,62,65
Gtf2h3,62,66,70,45,57,55,278,237,292,270,288,328,250,296
Fcgrt,85,144,134,93,85,64,345,326,261,298,275,286,230,270
